Traditional	Study Order	Pinyin	Meaning	Story
軀	2626	qū	human body	"CHYOO!" the car sings cheerfully - the human body, physique and torso!
昂	2627	áng	hold one's head high	"AHNG?" the sun questions curiously - will you hold your head high, proud and lofty?
抑	2628	yì	curb	"YEE!" the fingers command sharply - to curb, restrain and repress!
葵	2629	kuí	large-flowered plants	"KWAY?" the flowers, teepee and heavens question curiously - are these large-flowered plants, sunflowers?
僚	2630	liáo	coworker	"LYAO?" the person and pup tent question curiously - is this a coworker, an official bureaucrat?
遼	2631	liáo	far away	"LYAO?" the road questions curiously - how far away, distant and remote?
瞭	2632	liǎo	comprehend	The eyes bend down drooping - to comprehend, understand and grasp!
療	2633	liáo	cure	"LYAO?" the sickness questions curiously - will you cure, treat and heal?
瞪	2634	dèng	glare	"DUNG!" the eyes command sharply - to glare, stare and gaze!
凳	2635	dèng	bench	"DUNG!" he commands sharply - sit on the bench, the stool and seat!
澄	2636	chéng	transparent	"CHUNG?" the water questions curiously - is it transparent, clear like the untamed?
潑	2637	pō	splash	"PWOH!" the water sings cheerfully - to splash, be spirited and lively!
撥	2638	bō	allocate	"BWOH!" the fingers and courier sing cheerfully - to allocate, distribute and provoke!
杉	2639	chān	fir tree	"SHAN!" the tree and rooster tail sing cheerfully - a fir tree, cedar and conifer!
彬	2640	bīn	well-mannered	"BIN!" he sings cheerfully - well-mannered, refined, gentle and urbane!
衫	2641	shān	shirt	"SHAN!" the clothes sing cheerfully - a shirt, garment and blouse!
彰	2642	zhāng	manifest	"JAHNG!" it sings cheerfully - manifest, evident, revealing not failures!
膨	2643	péng	puffy	"PUNG?" the flesh, drum and rooster tail question curiously - puffy, swollen and bloated?
趁	2644	chèn	take advantage of	"CHUN!" he commands sharply - to take advantage of, seize the opportunity!
診	2645	zhěn	diagnose	The words bend down drooping - to diagnose, examine and consult!
滲	2646	shèn	seep	"SHUN!" the water commands sharply - to seep, permeate and ooze the stink!
膠	2647	jiāo	gum	"JYAO!" the flesh sings cheerfully - gum, glue and adhesive!
謬	2648	miù	wrong	"MYOH!" the words and kiddie cocktail command sharply - wrong, absurd and ridiculous!
寥	2649	liáo	deserted	"LYAO?" the house questions curiously - is it deserted, sparse and desolate?
斑	2650	bān	speck	"BAN!" the highlander sings cheerfully between two balls - a speck, spot and mottled!
紋	2651	wén	design	"WUN?" the thread questions curiously - what's the design, pattern and texture?
鏟	2652	chǎn	small shovel	See how the metal forms small shovel? It whispers "Chǎn!" softly!
薩	2653	sà	Samoa	"SAH!" the flowers command sharply - Samoa, the name and island!
脊	2654	jǐ	backbone	Picture backbone taking form - it whispers "Jǐ!" with vivid energy!
函	2655	hán	letter	"HAN?" the snare, sparkler and pit question curiously - is this a letter, a correspondence message?
涵	2656	hán	culvert	"HAN?" the water questions curiously - a culvert for forgiveness and tolerance?
映	2657	yìng	reflect	"YING!" the sun commands sharply - to reflect, image like a mirror and project!
殃	2658	yāng	calamity	"YAHNG!" the bones and center sing cheerfully despite calamity, disaster and misfortune!
肥	2659	féi	plump	"FAY?" the flesh questions curiously - is it plump, fat and chubby?
爬	2660	pá	crawl	"PAH?" he questions curiously - will you crawl, creep and climb?
疤	2661	bā	scar	"BAH!" the sickness sings cheerfully - a scar, a wound mark representing life!
艷	2662	yàn	gorgeous	"YEN!" she commands sharply - gorgeous, beautiful with a romantic encounter!
甜	2663	tián	sugary	"TYEN?" the tongue questions curiously - is it sugary, sweet like dessert?
鉗	2664	qián	pliers	"CHYEN?" the metal and wicker basket question curiously - are these pliers, tongs and clamp?
媒	2665	méi	matchmaker	"MAY?" the woman questions curiously - is she a matchmaker, a go-between for the birth?
煤	2666	méi	coal	"MAY?" the fire questions curiously - is this coal, a mineral fuel?
謀	2667	móu	scheme	"MOH?" the words question curiously - is this a scheme, a plot and conspiracy?
棋	2668	qí	chess	"CHEE?" the tree questions curiously - chess, a board game of strategy?
欺	2669	qī	dupe	"CHEE!" he sings cheerfully while trying to dupe, deceive and cheat!
旗	2670	qí	flag	"CHEE?" the flag questions curiously - painted by an inexperienced artist?
嘶	2671	sī	hoarse	"SIH!" the mouth and sphinx sing cheerfully but hoarse, raspy and harsh!
撕	2672	sī	rip	"SIH!" the fingers and sphinx sing cheerfully - to rip, tear and shred!
堪	2673	kān	tolerate	"KAN!" the soil and Hercules sing cheerfully - to tolerate, endure and withstand!
勘	2674	kān	survey	"KAN!" the tremendous Hercules and muscle sing cheerfully - to survey, investigate and inspect!
遣	2675	qiǎn	dispatch	The purse, maestro and road bend down drooping - to dispatch, send for fun and mockery!
譴	2676	qiǎn	censure	The words and dispatch bend down drooping - to censure, condemn and blame!
囊	2677	náng	sack	"NAHNG?" the top hat, purse, crown and pidgeon coop question curiously - is this a sack, a bag for perfume?
潰	2678	kuì	burst	"KWAY!" the water commands sharply - to burst, collapse and rupture!
櫃	2679	guì	cupboard	"GWAY!" the tree commands sharply - a cupboard, cabinet and closet!
宜	2680	yí	fitting	"YEE?" the house questions curiously - is it fitting, appropriate and suitable?
誼	2681	yì	friendship	"YEE!" the words and fitting command sharply - friendship, comradeship and gifts!
租	2682	zū	rent	"DZOO!" the grain sings cheerfully - to rent, lease and hire!
粗	2683	cū	coarse	"TSOO!" the rice sings cheerfully - coarse, rough and crude!
阻	2684	zǔ	block	Picture block taking form - it whispers "Zǔ!" with vivid energy!
疊	2685	dié	heap	"DYEH?" the think tank, crown and shelves question curiously - to heap, stack and fold clothes?
壘	2686	lěi	baseball base	The think tank and soil bend down drooping - a baseball base, fortress and mound!
鋤	2687	chú	hoe	"CHOO?" the metal questions curiously to assist - a hoe, to weed and root out evil?
叢	2688	cóng	thicket	"TSUNG?" the side by side and soil question curiously - a thicket, jungle cluster?
樸	2689	pǔ	plain	"POO?" the tree and yoga question curiously - plain, simple and unadorned?
撲	2690	pū	pounce on	"POO!" the fingers and yoga sing cheerfully - to pounce on, attack and extinguish fire!
僕	2691	pú	servant	"POO?" the person questions curiously - a servant, attendant and butler?
譜	2692	pǔ	musical score	The words bend down drooping - a musical score, notation and spectrum!
哄	2693	hōng	fool	"HUNG!" the mouth and together sing cheerfully - to fool, coax and deceive!
洪	2694	hóng	deluge	"HUNG?" the water and together question curiously - a deluge, flood to inundate?
烘	2695	hōng	warm by a fire	"HUNG!" the fire and together sing cheerfully - to warm by a fire, bake and toast!
恭	2696	gōng	respectful	"GUNG!" the heart sings cheerfully - respectful, courteous and polite!
拱	2697	gǒng	arch	The fingers and together bend down drooping - to arch, bow like a bridge!
暴	2698	bào	violent	"BAO!" the sun commands sharply - violent, brutal and fierce!
瀑	2699	pù	waterfall	"POO!" the water and violent command sharply - a waterfall, a cascade separating Canada and America!
爆	2700	bào	explode	"BAO!" the fire and violent command sharply - to explode, blast and detonate!
殿	2701	diàn	ceremonial hall	"DYEN!" the flag, together and missile command sharply - a ceremonial hall, palace and temple!
戴	2702	dài	have on	The strokes unite to show have on, shouting "DAI!" sharply - a vivid image to remember!
翼	2703	yì	wings	"YEE!" the different wings command sharply - wings, feathers for the clan!
糞	2704	fèn	dung	"FUN!" the rice and different command sharply - dung, manure and fertilizer!
撰	2705	zhuàn	compose	"JWAN!" the fingers and two snakeskins and together command sharply - to compose, write and author!
啞	2706	yǎ	mute	The mouth and asia bend down drooping - mute, silent and speechless!
壺	2707	hú	kettle	"HOO?" the soldier, crown and asia question curiously - is this a kettle, a teapot and pot?
蟹	2708	xiè	crab	"SHYEH!" the insect commands sharply - a crab, shellfish with claws!
懈	2709	xiè	lax	"SHYEH!" the state of mind commands sharply - being lax, slack and relaxed!
購	2710	gòu	purchase	"GOH!" the shells command sharply - to purchase, buy and acquire!
溝	2711	gōu	ditch	"GOH!" the water sings cheerfully - a ditch, a trench for the generation gap!
鑰	2712	yào	key	"YAO!" the metal commands sharply - the key to unlock and access!
籲	2713	yù	plead	"YOO!" the bamboo, study group and page command sharply - to plead, appeal and beg!
冊	2714	cè	Vol	"TSUH!" the tome commands sharply - a Vol, a book to register!
刪	2715	shān	delete	"SHAN!" the saber sings cheerfully - to delete, remove and erase!
柵	2716	zhà	palisade	"JAH!" the tree commands sharply - a palisade, a fence of stakes!
珊	2717	shān	coral	"SHAN!" the jewel sings cheerfully - coral, a reef and name!
遍	2718	biàn	everywhere	"BYEN!" the road commands sharply - everywhere, all over to remind!
偏	2719	piān	partial	"PYEN!" the person and book cover sing cheerfully - partial, biased and simplified!
淪	2720	lún	sink	"LWUN?" the water and library question curiously - will it sink, fall and descend?
倫	2721	lún	human relationships	"LWUN?" the person and library question curiously - human relationships, ethics and family bonds?
抵	2722	dǐ	to resist	"Dee!" Hands扌 pushed氐 to resist - to withstand force!
氓	2723	máng	people	Like a people, this character means people and calls "Mahng!"!
哺	2724	bǔ	breastfeed	See how the mouth forms breastfeed? It whispers "Bǔ!" softly!
鋪	2725	pù	shop	"POO!" the metal sign commands sharply outside the shop - a store spreading goods for sale!
輔	2726	fǔ	supplement	This character represents supplement, whispering "Fǔ!" softly!
捕	2727	bǔ	capture	The detective's fingers bend down drooping as he captures the thief - trying to catch and seize him!
敷	2728	fū	apply	An striking symbol for apply that sings "FOO!" cheerfully - a vivid image to remember!
浦	2729	pǔ	river mouth	Picture a river beside a mouth: that's river mouth, whispering "Pǔ!" softly!
蒲	2730	pú	cattail	"POO?" the flower at the river mouth questions curiously - is this a cattail, a reed plant growing in marshes?
薄	2731	bó	slight	"BWOH?" the flowers question curiously - is the fabric slight, thin, and weak?
簿	2732	bù	register	"BOO!" the bamboo commands sharply - write in the register, the ledger and notebook for records!
傅	2733	fù	mentor	"FOO!" the master craftsman commands sharply - a mentor with the gummed label teaching his driver!
縛	2734	fù	bind fast	"FOO?" the thread questions curiously - should we bind fast with the net, tying up the immortals?
郭	2735	guō	outer walls	"GWOH!" the city walls sing cheerfully outside - the outer walls surrounding the city, for the surname Guo!
廓	2736	kuò	limitless	"KWOH!" the cave and outer walls command sharply - limitless, vast, and boundless space!
鄙	2737	bǐ	despicable	The city walls bend down drooping - despicable, contemptible, and vulgar behavior in the town.
耶	2738	yē	Jerusalem	A striking symbol for jerusalem that sings "YEH!" cheerfully!
爺	2739	yé	grandfather	"YEH?" he questions curiously - is that grandfather, grandpa, or an old man?
郊	2740	jiāo	outskirts	"JYAO!" the city walls sing cheerfully - the outskirts, the suburbs where we do boxing training!
邦	2741	bāng	nation	"BAHNG!" the city walls sing cheerfully - a nation, a country, a state!
綁	2742	bǎng	truss	The thread stands for truss, whispering "Bǎng!" softly - a vivid image to remember!
郵	2743	yóu	post	"YOH?" the city walls question curiously - where's the post office to mail and deliver letters?
鄧	2744	dèng	Deng	"DUNG!" the stepladder by the city walls commands sharply - the surname Deng, like Deng Xiaoping!
擲	2745	zhì	hurl	"JIH!" the fingers command sharply as they hurl the ball - throwing and casting it far!
廊	2746	láng	hallway	"LAHNG?" the cave questions curiously - is this a hallway, a corridor, a passage?
擁	2747	yōng	hug	"YUNG!" the fingers sing cheerfully to hug, embrace, and hold tight!
緞	2748	duàn	satin	"DWAN!" the thread commands sharply - satin, silk ribbon for her hair!
刁	2749	diāo	wily	"DYAO!" the clothes hanger drops and sings cheerfully - wily, cunning, and difficult!
叼	2750	diāo	hold in the mouth	"DYAO!" the wily mouth sings cheerfully, holding something in the mouth - gripping and biting!
殷	2751	yīn	ardent	"YIN!" the sun sings cheerfully with ardent passion - earnest and fervent enthusiasm!
壽	2752	shòu	longevity	"SHOH!" the long grey beard commands sharply - longevity, lifespan, and cigarettes for the elderly!
濤	2753	tāo	large waves	"TAO?" the water and long grey beard question curiously - are those large waves surging in the ocean?
鑄	2754	zhù	cast	"JOO!" the metal commands sharply - to cast, forge, and mold into shape!
禱	2755	dǎo	pray	The altar and long grey beard bend down drooping to pray, worship, and petition the gods.
籌	2756	chóu	make arrangements	"CHOH?" the bamboo and long grey beard question curiously - how to make arrangements, plan, and coordinate?
